,block,fee0,fee1,positionValue0,open_time,token0_usd,token1_usd,daily_LVR_USD,abs_profit,plair
0,17285193,68.94632764888631,0.0388961829754321,1271028.666075428,2023-05-18,1.34,1826.78,101.23724137512777,62.20560681023973,3.652324756596196e-05
1,17292393,79.47326144251328,0.06903543269958601,1287376.325250371,2023-05-19,1.32,1807.44,79.85566472467998,149.82644285797727,8.816760004572749e-05
2,17299593,12.817258699844444,0.0009726198730189983,1290627.9720973389,2023-05-20,1.31,1814.58,67.34363689975551,-48.78813143377647,-2.8856377846986012e-05
3,17306793,121.47303982872683,0.0918968541101092,1312314.3343665507,2023-05-21,1.3,1815.23,99.39398638504925,225.3348918785892,0.0001320830899084611
4,17313993,41.16086707591518,0.012681004402610996,1311728.530915899,2023-05-22,1.29,1816.38,74.94491028796642,1.1861310167787167,7.009692834184046e-07
5,17321193,98.72344878283445,0.049914153733299105,1313461.835858523,2023-05-23,1.3,1855.78,105.03498391411242,115.93518771875418,6.789760554521119e-05
6,17328393,72.83307310591954,0.0518031505224002,1324743.0495091376,2023-05-24,1.25,1816.98,64.11853792672872,121.04809189186142,7.309981626200724e-05
7,17335593,506.8144164348174,0.39400266687191055,1333991.9283709507,2023-05-25,1.24,1786.51,66.46580277236615,1265.8737780001443,0.0007652714595108392
8,17342793,193.610510689889,0.16684098427876537,1327448.4601381281,2023-05-26,1.25,1812.0,53.58143753888525,490.7475643365988,0.0002957538942253375
9,17349993,204.77755710867905,0.13059608547725454,1350884.3639784178,2023-05-27,1.28,1825.56,68.34925891099694,432.17700399196906,0.00024993870191403005
10,17357193,359.57068785291494,0.2790088503575532,1349328.9736398195,2023-05-28,1.25,1845.58,83.00611555298805,881.3903983060486,0.000522565165663638
11,17364393,126.2243476447652,0.06591698539641544,1378417.749776317,2023-05-29,1.29,1902.87,97.0799594618212,191.18090300120298,0.00010751620864761716
12,17371593,177.38272216684777,0.10219052285845653,1403820.41642803,2023-05-30,1.26,1914.26,74.25989573251616,344.86156448474105,0.00019496771178851205
13,17378793,125.99370566657672,0.09173233520210089,1424925.8719875286,2023-05-31,1.18,1865.01,54.75577125517178,264.9985239066589,0.00015760470398831102
14,17385993,32.888535188732476,0.018856121519565505,1408117.3696456852,2023-06-01,1.2,1859.7,66.95037385982207,7.582597556592873,4.48743225058767e-06
15,17393193,29.328497222826172,0.03429313341969498,1395998.9845353505,2023-06-02,1.22,1890.15,58.15384601214073,42.44608673294367,2.4922564240149184e-05
16,17400393,52.07363965853756,0.040058171048444224,1385738.4078868025,2023-06-03,1.25,1903.24,77.49692981912999,63.83543322028295,3.685280445831304e-05
17,17407593,142.736739533138,0.08234172605409196,1392315.4385897769,2023-06-04,1.26,1905.44,97.59023775455468,239.15527254970823,0.000136323829072164
18,17414793,534.7463045633358,0.27406844176529055,1512818.8013109455,2023-06-05,1.2,1865.79,233.4675001630044,919.5822232742598,0.0005065501028485084
19,17421993,211.81448762497712,0.08760670547575189,1537606.9443367298,2023-06-06,1.068,1830.14,120.61216214233568,265.93824660053247,0.00016194375929039234
20,17429193,298.224697502892,0.1012408244122387,1581054.192783894,2023-06-07,1.022,1844.27,97.41423579615288,394.0868202905622,0.0002438901488124876
21,17436393,56.716753759861604,0.026883155295255978,1584503.9653901858,2023-06-08,1.041,1856.72,54.504182010964186,54.45245075285942,3.301211664742903e-05
22,17443593,995.0072338982395,0.3360466420696686,inf,2023-06-09,1.025,1850.35,62.50609010610823,1579.1802287931982,0.0
23,17450793,274.6642766425166,0.14897793834135786,1775604.9276094462,2023-06-10,0.795844,1738.76,131.19697561393548,346.4298210367709,0.00024515512771374306
24,17457993,502.06324919652434,0.3400932905677867,1740673.4097457582,2023-06-12,0.841632,1742.34,75.48660132942,939.6240391062267,0.0006413787758226483
25,17465193,51.11109382716131,0.02858057991018681,1697749.5826418533,2023-06-13,0.877125,1735.5,39.497568924039314,54.93484568323876,3.6890350961667925e-05
26,17472393,53.59947069510872,0.0477689996170092,1707815.9606306532,2023-06-14,0.880235,1737.24,128.68957205960993,1.4767749223521491,9.823689062265673e-07
27,17479593,563.517201442216,0.3143400060537527,1636891.52702717,2023-06-15,0.881663,1737.57,120.86022044645397,922.1598102475136,0.000638974717429157
28,17486793,353.63268653933665,0.13279904485013505,1709482.544624395,2023-06-16,0.824056,1636.13,67.05653750712412,441.63310088238694,0.00031350193109336966
29,17493993,228.63136527482675,0.12675795593131012,1719049.9117496118,2023-06-17,0.848943,1693.15,84.18119537101427,324.5340348445907,0.00022237872259564558
30,17501193,39.016484944523654,0.011859388998967102,1748354.626378991,2023-06-18,0.850791,1722.49,85.60104224242903,-31.97848904316197,-2.1498369632045427e-05
31,17508393,50.457783505617044,0.010847674843756927,1768788.4017952706,2023-06-19,0.850707,1742.24,49.12122165848008,12.702820994019945,8.441979435581447e-06
32,17515593,60.531773740752215,0.04013926386381561,1763208.763543582,2023-06-20,0.837659,1735.19,60.78237658285523,59.57185774090376,4.0333893664641205e-05
33,17522793,430.4386975871157,0.25850750313064985,1684223.2306208897,2023-06-21,0.858821,1782.43,107.57839340504891,722.8629281005796,0.0004997509679570231
34,17529993,207.06785005386246,0.05170382253035388,1688063.8193003018,2023-06-22,0.997647,1875.77,126.38251769378284,177.18258089666477,0.00010520957370410133
35,17537193,627.9600681412685,0.3889825096313455,1731382.1950764142,2023-06-23,0.913287,1884.92,92.69321296597514,1214.0154658408753,0.0007677573743251721
36,17544393,201.42282179327412,0.10387951299827947,1687794.4830067658,2023-06-24,0.961211,1909.69,158.99250358764988,232.99499554876928,0.00014361780930763593
37,17551593,168.27219655619865,0.08751925980029185,1684166.7455432494,2023-06-25,0.960244,1888.62,83.40116201460518,243.47182953933242,0.0001505504400300196
38,17558793,462.5184323262638,0.24730755416119354,1688992.9311120766,2023-06-26,0.971029,1898.5,147.92061595899102,770.7115864393745,0.0004699285767434594
39,17565993,65.22928368466637,0.023780060379408496,1704549.3218547634,2023-06-27,0.936501,1854.41,85.20388007905042,19.98139108910223,1.2517220493729046e-05
40,17573193,666.5882464903134,0.2615414732119019,1762062.1501791573,2023-06-28,0.940361,1889.44,84.37923172886532,1036.6212794745084,0.0006256108729832463
41,17580393,96.75984124296701,0.03367929047591822,1756903.2729219273,2023-06-29,0.892642,1830.91,50.6012894752308,97.4343584568372,6.21279410247203e-05
42,17587593,264.03816647723215,0.11735286638956932,1760772.818203606,2023-06-30,0.88947,1850.47,112.91321243047165,339.0987741739384,0.00021651679500569405
43,17594793,112.99785115410486,0.06287049884095719,1746158.2925188548,2023-07-01,0.917406,1929.8,94.54214939693294,130.45024590222897,8.143286511214531e-05
44,17601993,78.06794735216135,0.03694326402111692,1732847.4733831647,2023-07-02,0.940462,1921.56,107.06346316685078,37.34517314827501,2.2915687313120697e-05
45,17609193,141.1845017661908,0.09488551145048874,1702394.7558367916,2023-07-03,0.943722,1923.18,54.22735027300656,261.4934880141375,0.00016276331474785794
46,17616393,62.80965735060636,0.037032455984337354,1709430.2825556702,2023-07-04,0.987794,1956.56,47.24640627700843,87.2528184766915,5.167276337577578e-05
47,17623593,140.0586627168559,0.06106896370865922,1708476.238947269,2023-07-05,0.990292,1940.38,110.82248397953968,146.37348504066915,8.651475841832926e-05
48,17630793,133.86557795939552,0.06114203395816897,1729111.1650445822,2023-07-06,0.936295,1908.25,83.21591236632027,158.7960452498479,9.808533123592943e-05
49,17637993,96.90920112647655,0.04694484553049438,1752764.9995281668,2023-07-07,0.906926,1856.85,49.24285176683176,125.81615879729762,7.914816984104033e-05
50,17645193,74.28513524594928,0.04190503271075663,1757031.1168088173,2023-07-08,0.905091,1869.12,24.29216701572209,121.26817506949881,7.625619702732512e-05
51,17652393,95.47030928866116,0.04405565804811218,1769180.4926169051,2023-07-09,0.897629,1863.22,39.11935366711794,128.66294777775727,8.101855257711498e-05
52,17659593,155.5166757390416,0.09596608460975098,1773455.8680500586,2023-07-10,0.890178,1861.86,62.34918843912426,254.7637492284153,0.0001613765360336532
53,17666793,236.9116299270172,0.1795953264467247,1688646.0421789829,2023-07-11,0.903095,1881.83,134.544915806134,417.37666579004554,0.0002736882175191287
